ID	Symbol	SPOT_ID	ENTREZ_GENE_ID
127707_at	KLHDC7A	kelch domain containing 7A	127707
127733_at	UBXN10	UBX domain protein 10	127733
1278_at	COL1A2	collagen type I alpha 2 chain	1278
127829_at	ARL8A	ADP ribosylation factor like GTPase 8A	127829
127833_at	SYT2	synaptotagmin 2	127833
127933_at	UHMK1	U2AF homology motif (UHM) kinase 1	127933
127943_at	FCRLB	Fc receptor like B	127943
128_at	ADH5	"alcohol dehydrogenase 5 (class III), chi polypeptide"	128
128061_at	C1orf131	chromosome 1 open reading frame 131	128061
128077_at	LIX1L	limb and CNS expressed 1 like	128077
1281_at	COL3A1	collagen type III alpha 1 chain	1281
1282_at	COL4A1	collagen type IV alpha 1 chain	1282
128218_at	TMEM125	transmembrane protein 125	128218
128229_at	TSACC	TSSK6 activating cochaperone	128229
128240_at	NAXE	NAD(P)HX epimerase	128240
128272_at	ARHGEF19	Rho guanine nucleotide exchange factor 19	128272
128308_at	MRPL55	mitochondrial ribosomal protein L55	128308
128338_at	DRAM2	DNA damage regulated autophagy modulator 2	128338
128344_at	PIFO	primary cilia formation	128344
128346_at	C1orf162	chromosome 1 open reading frame 162	128346
128387_at	TATDN3	TatD DNase domain containing 3	128387
1284_at	COL4A2	collagen type IV alpha 2	1284
128434_at	VSTM2L	V-set and transmembrane domain containing 2 like	128434
128439_at	SNHG11	small nucleolar RNA host gene 11	128439
128486_at	FITM2	fat storage inducing transmembrane protein 2	128486
1285_at	COL4A3	collagen type IV alpha 3 chain	1285
1286_at	COL4A4	collagen type IV alpha 4 chain	1286
128637_at	TBC1D20	TBC1 domain family member 20	128637
128646_at	SIRPD	signal regulatory protein delta	128646
128653_at	C20orf141	chromosome 20 open reading frame 141	128653
1287_at	COL4A5	collagen type IV alpha 5 chain	1287
128710_at	SLX4IP	SLX4 interacting protein	128710
1288_at	COL4A6	collagen type IV alpha 6 chain	1288
128826_at	MIR1-1HG	MIR1-1 host gene	128826
128853_at	DUSP15	dual specificity phosphatase 15	128853
128861_at	BPIFA3	BPI fold containing family A member 3	128861
128866_at	CHMP4B	charged multivesicular body protein 4B	128866
128869_at	PIGU	phosphatidylinositol glycan anchor biosynthesis class U	128869
128872_at	HMGB3P1	high mobility group box 3 pseudogene 1	128872
1289_at	COL5A1	collagen type V alpha 1	1289
128954_at	GAB4	GRB2 associated binding protein family member 4	128954
128977_at	C22orf39	chromosome 22 open reading frame 39	128977
128989_at	TANGO2	transport and golgi organization 2 homolog	128989
1290_at	COL5A2	collagen type V alpha 2 chain	1290
129080_at	EMID1	EMI domain containing 1	129080
1291_at	COL6A1	collagen type VI alpha 1	1291
129138_at	ANKRD54	ankyrin repeat domain 54	129138
1292_at	COL6A2	collagen type VI alpha 2	1292
129285_at	PPP1R21	protein phosphatase 1 regulatory subunit 21	129285
129303_at	TMEM150A	transmembrane protein 150A	129303
1294_at	COL7A1	collagen type VII alpha 1	1294
129401_at	NUP35	nucleoporin 35	129401
129450_at	TYW5	tRNA-yW synthesizing protein 5	129450
129531_at	MITD1	microtubule interacting and trafficking domain containing 1	129531
129563_at	DIS3L2	DIS3 like 3'-5' exoribonuclease 2	129563
129607_at	CMPK2	cytidine/uridine monophosphate kinase 2	129607
129642_at	MBOAT2	membrane bound O-acyltransferase domain containing 2	129642
129685_at	TAF8	TATA-box binding protein associated factor 8	129685
129787_at	TMEM18	transmembrane protein 18	129787
129790_at	C7orf13	chromosome 7 open reading frame 13	129790
129804_at	FBLN7	fibulin 7	129804
129807_at	NEU4	neuraminidase 4	129807
129831_at	RBM45	RNA binding motif protein 45	129831
130_at	ADH6	alcohol dehydrogenase 6 (class V)	130
130013_at	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	130013
130026_at	ICA1L	islet cell autoantigen 1 like	130026
130074_at	FAM168B	family with sequence similarity 168 member B	130074
130132_at	RFTN2	raftlin family member 2	130132
1302_at	COL11A2	collagen type XI alpha 2	1302
130271_at	PLEKHH2	"pleckstrin homology, MyTH4 and FERM domain containing H2"	130271
1303_at	COL12A1	collagen type XII alpha 1 chain	1303
130355_at	C2orf76	chromosome 2 open reading frame 76	130355
1305_at	COL13A1	collagen type XIII alpha 1 chain	1305
130502_at	TTC32	tetratricopeptide repeat domain 32	130502
130507_at	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)	130507
130535_at	KCTD18	potassium channel tetramerization domain containing 18	130535
130557_at	ZNF513	zinc finger protein 513	130557
130560_at	SPATA3	spermatogenesis associated 3	130560
130589_at	GALM	galactose mutarotase	130589
130612_at	TMEM198	transmembrane protein 198	130612
130617_at	ZFAND2B	zinc finger AN1-type containing 2B	130617
1307_at	COL16A1	collagen type XVI alpha 1 chain	1307
130733_at	TMEM178A	transmembrane protein 178A	130733
130752_at	MDH1B	malate dehydrogenase 1B	130752
130814_at	PQLC3	PQ loop repeat containing 3	130814
130872_at	AHSA2	"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"	130872
130888_at	FBXO36	F-box protein 36	130888
130916_at	MTERF4	mitochondrial transcription termination factor 4	130916
130940_at	CCDC148	coiled-coil domain containing 148	130940
131034_at	CPNE4	copine 4	131034
131076_at	CCDC58	coiled-coil domain containing 58	131076
131118_at	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	131118
131177_at	FAM3D	family with sequence similarity 3 member D	131177
1312_at	COMT	catechol-O-methyltransferase	1312
131375_at	LYZL4	lysozyme like 4	131375
1314_at	COPA	coatomer protein complex subunit alpha	1314
131408_at	FAM131A	family with sequence similarity 131 member A	131408
131474_at	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	131474
1315_at	COPB1	coatomer protein complex subunit beta 1	1315
131544_at	CRYBG3	crystallin beta-gamma domain containing 3	131544
131566_at	DCBLD2	"discoidin, CUB and LCCL domain containing 2"	131566
131583_at	FAM43A	family with sequence similarity 43 member A	131583
1316_at	KLF6	Kruppel like factor 6	1316
131601_at	TPRA1	transmembrane protein adipocyte associated 1	131601
131616_at	TMEM42	transmembrane protein 42	131616
1317_at	SLC31A1	solute carrier family 31 member 1	1317
1318_at	SLC31A2	solute carrier family 31 member 2	1318
131870_at	NUDT16	nudix hydrolase 16	131870
131965_at	METTL6	methyltransferase like 6	131965
132_at	ADK	adenosine kinase	132
132158_at	GLYCTK	glycerate kinase	132158
132160_at	PPM1M	"protein phosphatase, Mg2+/Mn2+ dependent 1M"	132160
132243_at	H1FOO	"H1 histone family member O, oocyte specific"	132243
132299_at	OCIAD2	OCIA domain containing 2	132299
132320_at	SCLT1	sodium channel and clathrin linker 1	132320
1326_at	MAP3K8	mitogen-activated protein kinase kinase kinase 8	1326
132671_at	SPATA18	spermatogenesis associated 18	132671
1327_at	COX4I1	cytochrome c oxidase subunit 4I1	1327
132720_at	C4orf32	chromosome 4 open reading frame 32	132720
132789_at	GNPDA2	glucosamine-6-phosphate deaminase 2	132789
132864_at	CPEB2	cytoplasmic polyadenylation element binding protein 2	132864
1329_at	COX5B	cytochrome c oxidase subunit 5B	1329
132946_at	ARL9	ADP ribosylation factor like GTPase 9	132946
132949_at	AASDH	aminoadipate-semialdehyde dehydrogenase	132949
133_at	ADM	adrenomedullin	133
133015_at	PACRGL	PARK2 coregulated like	133015
133022_at	TRAM1L1	translocation associated membrane protein 1-like 1	133022
133308_at	SLC9B2	solute carrier family 9 member B2	133308
133383_at	SETD9	SET domain containing 9	133383
133522_at	PPARGC1B	PPARG coactivator 1 beta	133522
133584_at	EGFLAM	"EGF like, fibronectin type III and laminin G domains"	133584
133619_at	PRRC1	proline rich coiled-coil 1	133619
133686_at	NADK2	"NAD kinase 2, mitochondrial"	133686
133688_at	UGT3A1	UDP glycosyltransferase family 3 member A1	133688
133746_at	JMY	"junction mediating and regulatory protein, p53 cofactor"	133746
133957_at	CCDC127	coiled-coil domain containing 127	133957
134_at	ADORA1	adenosine A1 receptor	134
1340_at	COX6B1	cytochrome c oxidase subunit 6B1	1340
134145_at	FAM173B	family with sequence similarity 173 member B	134145
134147_at	CMBL	carboxymethylenebutenolidase homolog	134147
134218_at	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	134218
134265_at	AFAP1L1	actin filament associated protein 1 like 1	134265
134266_at	GRPEL2	"GrpE like 2, mitochondrial"	134266
134288_at	TMEM174	transmembrane protein 174	134288
134359_at	POC5	POC5 centriolar protein	134359
134429_at	STARD4	StAR related lipid transfer domain containing 4	134429
134430_at	WDR36	WD repeat domain 36	134430
134466_at	ZNF300P1	zinc finger protein 300 pseudogene 1	134466
134492_at	NUDCD2	NudC domain containing 2	134492
1345_at	COX6C	cytochrome c oxidase subunit 6C	1345
134510_at	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	134510
134549_at	SHROOM1	shroom family member 1	134549
134553_at	C5orf24	chromosome 5 open reading frame 24	134553
1346_at	COX7A1	cytochrome c oxidase subunit 7A1	1346
1347_at	COX7A2	cytochrome c oxidase subunit 7A2	1347
134728_at	IRAK1BP1	interleukin 1 receptor associated kinase 1 binding protein 1	134728
1349_at	COX7B	cytochrome c oxidase subunit 7B	1349
1350_at	COX7C	cytochrome c oxidase subunit 7C	1350
1351_at	COX8A	cytochrome c oxidase subunit 8A	1351
135112_at	NCOA7	nuclear receptor coactivator 7	135112
135114_at	HINT3	histidine triad nucleotide binding protein 3	135114
135138_at	PACRG	PARK2 coregulated	135138
1352_at	COX10	"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor"	1352
135228_at	CD109	CD109 molecule	135228
135250_at	RAET1E	retinoic acid early transcript 1E	135250
135293_at	PM20D2	peptidase M20 domain containing 2	135293
1353_at	COX11	"COX11, cytochrome c oxidase copper chaperone"	1353
1355_at	COX15	"COX15, cytochrome c oxidase assembly homolog"	1355
135932_at	TMEM139	transmembrane protein 139	135932
136051_at	ZNF786	zinc finger protein 786	136051
1362_at	CPD	carboxypeptidase D	1362
136227_at	COL26A1	collagen type XXVI alpha 1	136227
136371_at	ASB10	ankyrin repeat and SOCS box containing 10	136371
1364_at	CLDN4	claudin 4	1364
1366_at	CLDN7	claudin 7	1366
136647_at	MPLKIP	M-phase specific PLK1 interacting protein	136647
1368_at	CPM	carboxypeptidase M	1368
136853_at	SSC4D	scavenger receptor cysteine rich family member with 4 domains	136853
136895_at	C7orf31	chromosome 7 open reading frame 31	136895
1371_at	CPOX	coproporphyrinogen oxidase	1371
137392_at	FAM92A1	family with sequence similarity 92 member A1	137392
1374_at	CPT1A	carnitine palmitoyltransferase 1A	1374
137492_at	VPS37A	"VPS37A, ESCRT-I subunit"	137492
1376_at	CPT2	carnitine palmitoyltransferase 2	1376
137682_at	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	137682
137695_at	TMEM68	transmembrane protein 68	137695
1378_at	CR1	complement component 3b/4b receptor 1 (Knops blood group)	1378
137872_at	ADHFE1	"alcohol dehydrogenase, iron containing 1"	137872
137886_at	UBXN2B	UBX domain protein 2B	137886
137964_at	GPAT4	glycerol-3-phosphate acyltransferase 4	137964
1380_at	CR2	complement component 3d receptor 2	1380
138050_at	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase	138050
138065_at	RNF183	ring finger protein 183	138065
138151_at	NACC2	NACC family member 2	138151
1382_at	CRABP2	cellular retinoic acid binding protein 2	1382
138241_at	C9orf85	chromosome 9 open reading frame 85	138241
138311_at	FAM69B	family with sequence similarity 69 member B	138311
1384_at	CRAT	carnitine O-acetyltransferase	1384
138428_at	PTRH1	peptidyl-tRNA hydrolase 1 homolog	138428
1385_at	CREB1	cAMP responsive element binding protein 1	1385
1386_at	ATF2	activating transcription factor 2	1386
138639_at	PTPDC1	protein tyrosine phosphatase domain containing 1	138639
138649_at	ANKRD19P	"ankyrin repeat domain 19, pseudogene"	138649
1387_at	CREBBP	CREB binding protein	1387
138716_at	RPP25L	ribonuclease P/MRP subunit p25 like	138716
1388_at	ATF6B	activating transcription factor 6 beta	1388
1389_at	CREBL2	cAMP responsive element binding protein like 2	1389
138948_at	DBH-AS1	DBH antisense RNA 1	138948
1390_at	CREM	cAMP responsive element modulator	1390
139231_at	FAM199X	"family with sequence similarity 199, X-linked"	139231
1393_at	CRHBP	corticotropin releasing hormone binding protein	1393
139322_at	APOOL	apolipoprotein O like	139322
139341_at	FUNDC1	FUN14 domain containing 1	139341
139596_at	UPRT	uracil phosphoribosyltransferase homolog	139596
1396_at	CRIP1	cysteine rich protein 1	1396
1397_at	CRIP2	cysteine rich protein 2	1397
139716_at	GAB3	GRB2 associated binding protein 3	139716
139728_at	PNCK	pregnancy up-regulated nonubiquitous CaM kinase	139728
1398_at	CRK	"CRK proto-oncogene, adaptor protein"	1398
139818_at	DOCK11	dedicator of cytokinesis 11	139818
139886_at	SPIN4	spindlin family member 4	139886
1399_at	CRKL	"CRK like proto-oncogene, adaptor protein"	1399
14_at	AAMP	angio associated migratory cell protein	14
1400_at	CRMP1	collapsin response mediator protein 1	1400
140459_at	ASB6	ankyrin repeat and SOCS box containing 6	140459
140460_at	ASB7	ankyrin repeat and SOCS box containing 7	140460
140461_at	ASB8	ankyrin repeat and SOCS box containing 8	140461
140462_at	ASB9	ankyrin repeat and SOCS box containing 9	140462
140465_at	MYL6B	myosin light chain 6B	140465
140467_at	ZNF358	zinc finger protein 358	140467
140564_at	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D	140564
140576_at	S100A16	S100 calcium binding protein A16	140576
140578_at	CHODL	chondrolectin	140578
140597_at	TCEAL2	transcription elongation factor A like 2	140597
140606_at	SELM	selenoprotein M	140606
140609_at	NEK7	NIMA related kinase 7	140609
140612_at	ZFP28	ZFP28 zinc finger protein	140612
140628_at	GATA5	GATA binding protein 5	140628
140685_at	ZBTB46	zinc finger and BTB domain containing 46	140685
140686_at	WFDC3	WAP four-disulfide core domain 3	140686
140688_at	NOL4L	nucleolar protein 4 like	140688
1407_at	CRY1	cryptochrome circadian clock 1	1407
140700_at	SAMD10	sterile alpha motif domain containing 10	140700
140706_at	CCM2L	CCM2 like scaffolding protein	140706
140710_at	SOGA1	"suppressor of glucose, autophagy associated 1"	140710
140733_at	MACROD2	MACRO domain containing 2	140733
140735_at	DYNLL2	dynein light chain LC8-type 2	140735
140738_at	TMEM37	transmembrane protein 37	140738
140739_at	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	140739
140775_at	SMCR8	"Smith-Magenis syndrome chromosome region, candidate 8"	140775
1408_at	CRY2	cryptochrome circadian clock 2	1408
140801_at	RPL10L	ribosomal protein L10 like	140801
140809_at	SRXN1	sulfiredoxin 1	140809
140823_at	ROMO1	reactive oxygen species modulator 1	140823
140831_at	ZSWIM3	zinc finger SWIM-type containing 3	140831
140838_at	NANP	N-acetylneuraminic acid phosphatase	140838
140876_at	FAM65C	family with sequence similarity 65 member C	140876
140885_at	SIRPA	signal regulatory protein alpha	140885
140890_at	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	140890
140901_at	STK35	serine/threonine kinase 35	140901
141_at	ADPRH	ADP-ribosylarginine hydrolase	141
1410_at	CRYAB	crystallin alpha B	1410
1417_at	CRYBB3	crystallin beta B3	1417
142_at	PARP1	poly(ADP-ribose) polymerase 1	142
1420_at	CRYGC	crystallin gamma C	1420
142678_at	MIB2	mindbomb E3 ubiquitin protein ligase 2	142678
142680_at	SLC34A3	solute carrier family 34 member 3	142680
1428_at	CRYM	crystallin mu	1428
142891_at	SAMD8	sterile alpha motif domain containing 8	142891
1429_at	CRYZ	crystallin zeta	1429
142940_at	TRUB1	TruB pseudouridine synthase family member 1	142940
143187_at	VTI1A	vesicle transport through interaction with t-SNAREs 1A	143187
1432_at	MAPK14	mitogen-activated protein kinase 14	1432
143279_at	HECTD2	HECT domain E3 ubiquitin protein ligase 2	143279
143379_at	C10orf82	chromosome 10 open reading frame 82	143379
143384_at	CACUL1	CDK2 associated cullin domain 1	143384
1434_at	CSE1L	chromosome segregation 1 like	1434
143425_at	SYT9	synaptotagmin 9	143425
1435_at	CSF1	colony stimulating factor 1	1435
1436_at	CSF1R	colony stimulating factor 1 receptor	1436
143684_at	FAM76B	family with sequence similarity 76 member B	143684
143686_at	SESN3	sestrin 3	143686
143872_at	ARHGAP42	Rho GTPase activating protein 42	143872
143879_at	KBTBD3	kelch repeat and BTB domain containing 3	143879
143884_at	CWF19L2	"CWF19-like 2, cell cycle control (S. pombe)"	143884
143888_at	KDELC2	KDEL motif containing 2	143888
1439_at	CSF2RB	colony stimulating factor 2 receptor beta common subunit	1439
143903_at	LAYN	layilin	143903
143941_at	TTC36	tetratricopeptide repeat domain 36	143941
1440_at	CSF3	colony stimulating factor 3	1440
144097_at	C11orf84	chromosome 11 open reading frame 84	144097
1441_at	CSF3R	colony stimulating factor 3 receptor	1441
144100_at	PLEKHA7	pleckstrin homology domain containing A7	144100
144108_at	SPTY2D1	SPT2 chromatin protein domain containing 1	144108
144110_at	TMEM86A	transmembrane protein 86A	144110
144165_at	PRICKLE1	prickle planar cell polarity protein 1	144165
144233_at	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	144233
144245_at	ALG10B	"ALG10B, alpha-1,2-glucosyltransferase"	144245
1443_at	CSH2	chorionic somatomammotropin hormone 2	1443
144348_at	ZNF664	zinc finger protein 664	144348
144363_at	LYRM5	LYR motif containing 5	144363
144402_at	CPNE8	copine 8	144402
144404_at	TMEM120B	transmembrane protein 120B	144404
144423_at	GLT1D1	glycosyltransferase 1 domain containing 1	144423
1445_at	CSK	c-src tyrosine kinase	1445
144571_at	A2M-AS1	A2M antisense RNA 1 (head to head)	144571
144717_at	FAM109A	family with sequence similarity 109 member A	144717
144811_at	LACC1	laccase domain containing 1	144811
145173_at	B3GLCT	beta 3-glucosyltransferase	145173
1452_at	CSNK1A1	casein kinase 1 alpha 1	1452
1453_at	CSNK1D	casein kinase 1 delta	1453
145389_at	SLC38A6	solute carrier family 38 member 6	145389
1454_at	CSNK1E	casein kinase 1 epsilon	1454
145407_at	C14orf37	chromosome 14 open reading frame 37	145407
145482_at	PTGR2	prostaglandin reductase 2	145482
145483_at	FAM161B	family with sequence similarity 161 member B	145483
1455_at	CSNK1G2	casein kinase 1 gamma 2	1455
